country,state,district,year,dyid,hardnesstotal,SDP,GinniIndex
India,West Bengal,24 Paraganas North,2000,24 Paraganas North2000,261.76471,247972.2633412,-
India,West Bengal,24 Paraganas North,2001,24 Paraganas North2001,,265880.2771468,-
India,West Bengal,24 Paraganas North,2002,24 Paraganas North2002,342.5,275199.4805728,-
India,West Bengal,24 Paraganas North,2003,24 Paraganas North2003,,291369.4648514,-
India,West Bengal,24 Paraganas North,2004,24 Paraganas North2004,280.56,310686.6401106,-
India,West Bengal,24 Paraganas North,2005,24 Paraganas North2005,201.94595,330249.3539621,-
India,West Bengal,24 Paraganas North,2006,24 Paraganas North2006,,356170.7914031,-
India,West Bengal,24 Paraganas North,2007,24 Paraganas North2007,278.625,383881.2012807,-
India,West Bengal,24 Paraganas North,2008,24 Paraganas North2008,400,399354.6414195,-
India,West Bengal,24 Paraganas North,2009,24 Paraganas North2009,,430366.1837455,-
India,West Bengal,24 Paraganas North,2010,24 Paraganas North2010,,456461.6610105,
India,West Bengal,24 Paraganas North,2011,24 Paraganas North2011,,473204.6511180,-
India,West Bengal,24 Paraganas North,2012,24 Paraganas North2012,,492901.1663710,-
India,West Bengal,24 Paraganas North,2013,24 Paraganas North2013,,503951.5671410,-
India,West Bengal,24 Paraganas North,2014,24 Paraganas North2014,,515701.6028970,-
India,West Bengal,24 Paraganas North,2015,24 Paraganas North2015,,546988.0508630,-
India,West Bengal,24 Paraganas North,2016,24 Paraganas North2016,259.46667,584910.8272820,-
India,West Bengal,24 Paraganas North,2017,24 Paraganas North2017,188.1282,623786.8220410,-
India,West Bengal,24 Paraganas North,2018,24 Paraganas North2018,198.75,659287.8942470,-
India,West Bengal,24 Paraganas South,2000,24 Paraganas South2000,270.32257,247972.2633412,-
India,West Bengal,24 Paraganas South,2001,24 Paraganas South2001,256.8421,265880.2771468,-
India,West Bengal,24 Paraganas South,2002,24 Paraganas South2002,278.02942,275199.4805728,-
India,West Bengal,24 Paraganas South,2003,24 Paraganas South2003,,291369.4648514,-
India,West Bengal,24 Paraganas South,2004,24 Paraganas South2004,206.36363,310686.6401106,-
India,West Bengal,24 Paraganas South,2005,24 Paraganas South2005,216.88571,330249.3539621,-
India,West Bengal,24 Paraganas South,2006,24 Paraganas South2006,,356170.7914031,-
India,West Bengal,24 Paraganas South,2007,24 Paraganas South2007,245.76923,383881.2012807,-
India,West Bengal,24 Paraganas South,2008,24 Paraganas South2008,,399354.6414195,-
India,West Bengal,24 Paraganas South,2009,24 Paraganas South2009,245.42857,430366.1837455,-
India,West Bengal,24 Paraganas South,2010,24 Paraganas South2010,197.70833,456461.6610105,0.29
India,West Bengal,24 Paraganas South,2011,24 Paraganas South2011,226.8,473204.6511180,-
India,West Bengal,24 Paraganas South,2012,24 Paraganas South2012,183.80769,492901.1663710,-
India,West Bengal,24 Paraganas South,2013,24 Paraganas South2013,224.54546,503951.5671410,-
India,West Bengal,24 Paraganas South,2014,24 Paraganas South2014,,515701.6028970,-
India,West Bengal,24 Paraganas South,2015,24 Paraganas South2015,,546988.0508630,-
India,West Bengal,24 Paraganas South,2016,24 Paraganas South2016,259.42856,584910.8272820,-
India,West Bengal,24 Paraganas South,2017,24 Paraganas South2017,186.01852,623786.8220410,-
India,West Bengal,24 Paraganas South,2018,24 Paraganas South2018,299.11111,659287.8942470,-
India,Telangana,Adilabad,2000,Adilabad2000,302.5,,-
India,Telangana,Adilabad,2001,Adilabad2001,,,-
India,Telangana,Adilabad,2002,Adilabad2002,,,-
India,Telangana,Adilabad,2003,Adilabad2003,,,-
India,Telangana,Adilabad,2004,Adilabad2004,230,161790.0415709,-
India,Telangana,Adilabad,2005,Adilabad2005,368.75,187776.1779824,-
India,Telangana,Adilabad,2006,Adilabad2006,228.63637,208478.0615525,-
India,Telangana,Adilabad,2007,Adilabad2007,382.5,229693.2189788,-
India,Telangana,Adilabad,2008,Adilabad2008,462.08334,260994.8059207,-
India,Telangana,Adilabad,2009,Adilabad2009,364.75,261702.8578216,-
India,Telangana,Adilabad,2010,Adilabad2010,394.54544,307974.0313275,0.37
India,Telangana,Adilabad,2011,Adilabad2011,455.63635,325139.3400000,-
India,Telangana,Adilabad,2012,Adilabad2012,,334204.7200000,-
India,Telangana,Adilabad,2013,Adilabad2013,255,349592.6600000,-
India,Telangana,Adilabad,2014,Adilabad2014,336.36365,372896.7400000,-
India,Telangana,Adilabad,2015,Adilabad2015,362.5,416892.3724070,-
India,Telangana,Adilabad,2016,Adilabad2016,415.625,455731.0900000,-
India,Telangana,Adilabad,2017,Adilabad2017,342.91666,498145.4600000,-
India,Telangana,Adilabad,2018,Adilabad2018,387.5,544440.5948440,-
India,Uttar Pradesh,Agra,2000,Agra2000,1103.5,351084.1089774,-
India,Uttar Pradesh,Agra,2001,Agra2001,,357471.0467097,-
India,Uttar Pradesh,Agra,2002,Agra2002,,369038.1836814,-
India,Uttar Pradesh,Agra,2003,Agra2003,,388468.8674867,-
India,Uttar Pradesh,Agra,2004,Agra2004,760,407921.4919919,-
India,Uttar Pradesh,Agra,2005,Agra2005,458.57144,431731.0483276,-
India,Uttar Pradesh,Agra,2006,Agra2006,,466023.3283118,-
India,Uttar Pradesh,Agra,2007,Agra2007,,495889.8633084,-
India,Uttar Pradesh,Agra,2008,Agra2008,,533571.8096457,-
India,Uttar Pradesh,Agra,2009,Agra2009,,566760.9860888,-
India,Uttar Pradesh,Agra,2010,Agra2010,,612018.7067716,0.26
India,Uttar Pradesh,Agra,2011,Agra2011,,645131.5532170,-
India,Uttar Pradesh,Agra,2012,Agra2012,,673552.1893470,-
India,Uttar Pradesh,Agra,2013,Agra2013,,707469.1041210,-
India,Uttar Pradesh,Agra,2014,Agra2014,,729686.3008000,-
India,Uttar Pradesh,Agra,2015,Agra2015,,792048.7593600,-
India,Uttar Pradesh,Agra,2016,Agra2016,354.19897,888453.0079700,-
India,Uttar Pradesh,Agra,2017,Agra2017,,922457.5124870,-
India,Uttar Pradesh,Agra,2018,Agra2018,382.44336,949184.4540180,-
India,Gujarat,Ahmadabad,2000,Ahmadabad2000,526,187486.1300255,-
India,Gujarat,Ahmadabad,2001,Ahmadabad2001,,202722.5912177,-
India,Gujarat,Ahmadabad,2002,Ahmadabad2002,616.15387,220397.2332726,-
India,Gujarat,Ahmadabad,2003,Ahmadabad2003,,257104.4366173,-
India,Gujarat,Ahmadabad,2004,Ahmadabad2004,531,272449.3578123,-
India,Gujarat,Ahmadabad,2005,Ahmadabad2005,373.33334,311996.5449489,-
India,Gujarat,Ahmadabad,2006,Ahmadabad2006,392.5,338383.4783698,-
India,Gujarat,Ahmadabad,2007,Ahmadabad2007,608.33331,378395.6474308,-
India,Gujarat,Ahmadabad,2008,Ahmadabad2008,448,394570.3757990,-
India,Gujarat,Ahmadabad,2009,Ahmadabad2009,731,450323.9227272,-
India,Gujarat,Ahmadabad,2010,Ahmadabad2010,751.81818,499605.6040329,0.33
India,Gujarat,Ahmadabad,2011,Ahmadabad2011,532.66669,532809.4587290,-
India,Gujarat,Ahmadabad,2012,Ahmadabad2012,612.22223,596658.8336740,-
India,Gujarat,Ahmadabad,2013,Ahmadabad2013,461.66666,641488.8106190,-
India,Gujarat,Ahmadabad,2014,Ahmadabad2014,600,705628.8360070,-
India,Gujarat,Ahmadabad,2015,Ahmadabad2015,604,774775.2151270,-
India,Gujarat,Ahmadabad,2016,Ahmadabad2016,615,843930.3358810,-
India,Gujarat,Ahmadabad,2017,Ahmadabad2017,604,946511.1944310,-
India,Gujarat,Ahmadabad,2018,Ahmadabad2018,496.25,1034399.0104040,-
India,Maharashtra,Ahmednagar,2000,Ahmednagar2000,397.24139,462181.6751331,-
India,Maharashtra,Ahmednagar,2001,Ahmednagar2001,497.60001,478508.6139339,-
India,Maharashtra,Ahmednagar,2002,Ahmednagar2002,444,511507.1640366,-
India,Maharashtra,Ahmednagar,2003,Ahmednagar2003,,551012.7797041,-
India,Maharashtra,Ahmednagar,2004,Ahmednagar2004,501.17648,599027.6349564,-
India,Maharashtra,Ahmednagar,2005,Ahmednagar2005,630.41669,685815.5488720,-
India,Maharashtra,Ahmednagar,2006,Ahmednagar2006,432.84616,780279.6914051,-
India,Maharashtra,Ahmednagar,2007,Ahmednagar2007,562.92682,871095.9483975,-
India,Maharashtra,Ahmednagar,2008,Ahmednagar2008,551.63416,884778.7476540,-
India,Maharashtra,Ahmednagar,2009,Ahmednagar2009,539,970265.1970352,-
India,Maharashtra,Ahmednagar,2010,Ahmednagar2010,496.5625,1080814.5878042,0.24
India,Maharashtra,Ahmednagar,2011,Ahmednagar2011,439.5625,1126594.6978750,-
India,Maharashtra,Ahmednagar,2012,Ahmednagar2012,471.45834,1189710.8397820,-
India,Maharashtra,Ahmednagar,2013,Ahmednagar2013,701.94446,1267551.2697310,-
India,Maharashtra,Ahmednagar,2014,Ahmednagar2014,493,1345341.4633030,-
India,Maharashtra,Ahmednagar,2015,Ahmednagar2015,321.05264,1452513.3948880,-
India,Maharashtra,Ahmednagar,2016,Ahmednagar2016,461.53333,1596120.7476030,-
India,Maharashtra,Ahmednagar,2017,Ahmednagar2017,480.05807,1661065.0072150,-
India,Maharashtra,Ahmednagar,2018,Ahmednagar2018,550.90405,1728577.9530550,-
India,Rajasthan,Ajmer,2000,Ajmer2000,582.14288,174260.9950852,-
India,Rajasthan,Ajmer,2001,Ajmer2001,572.9032,194104.6611551,-
India,Rajasthan,Ajmer,2002,Ajmer2002,455,170786.1680972,-
India,Rajasthan,Ajmer,2003,Ajmer2003,,225127.9942080,-
India,Rajasthan,Ajmer,2004,Ajmer2004,367.24139,219623.1494967,-
India,Rajasthan,Ajmer,2005,Ajmer2005,240.45454,234376.8327693,-
India,Rajasthan,Ajmer,2006,Ajmer2006,348.33334,261962.6382181,-
India,Rajasthan,Ajmer,2007,Ajmer2007,660.90912,273898.8027250,-
India,Rajasthan,Ajmer,2008,Ajmer2008,454.375,296930.5963142,-
India,Rajasthan,Ajmer,2009,Ajmer2009,528.82758,314237.3713139,-
India,Rajasthan,Ajmer,2010,Ajmer2010,412.77274,361435.8554958,0.31
India,Rajasthan,Ajmer,2011,Ajmer2011,519.64288,395330.9316780,-
India,Rajasthan,Ajmer,2012,Ajmer2012,477.19232,409802.4908070,-
India,Rajasthan,Ajmer,2013,Ajmer2013,684.79999,434292.2192850,-
India,Rajasthan,Ajmer,2014,Ajmer2014,430.4762,465407.7311100,-
India,Rajasthan,Ajmer,2015,Ajmer2015,584.44446,501921.5114360,-
India,Rajasthan,Ajmer,2016,Ajmer2016,615.41669,529650.3844990,-
India,Rajasthan,Ajmer,2017,Ajmer2017,520.36365,557618.2069760,-
India,Rajasthan,Ajmer,2018,Ajmer2018,529.47369,568101.8829530,-
India,Maharashtra,Akola,2000,Akola2000,710.90912,462181.6751331,-
India,Maharashtra,Akola,2001,Akola2001,600.35712,478508.6139339,-
India,Maharashtra,Akola,2002,Akola2002,399.5,511507.1640366,-
India,Maharashtra,Akola,2003,Akola2003,,551012.7797041,-
India,Maharashtra,Akola,2004,Akola2004,422.63159,599027.6349564,-
India,Maharashtra,Akola,2005,Akola2005,667.72729,685815.5488720,-
India,Maharashtra,Akola,2006,Akola2006,342.07693,780279.6914051,-
India,Maharashtra,Akola,2007,Akola2007,605.73682,871095.9483975,-
India,Maharashtra,Akola,2008,Akola2008,523.75,884778.7476540,-
India,Maharashtra,Akola,2009,Akola2009,391.53845,970265.1970352,-
India,Maharashtra,Akola,2010,Akola2010,416.66666,1080814.5878042,0.25
India,Maharashtra,Akola,2011,Akola2011,628.92859,1126594.6978750,-
India,Maharashtra,Akola,2012,Akola2012,598.23077,1189710.8397820,-
India,Maharashtra,Akola,2013,Akola2013,520.38464,1267551.2697310,-
India,Maharashtra,Akola,2014,Akola2014,632.89471,1345341.4633030,-
India,Maharashtra,Akola,2015,Akola2015,516.42859,1452513.3948880,-
India,Maharashtra,Akola,2016,Akola2016,397.78571,1596120.7476030,-
India,Maharashtra,Akola,2017,Akola2017,548.61426,1661065.0072150,-
India,Maharashtra,Akola,2018,Akola2018,577.57501,1728577.9530550,-
India,Kerala,Alappuzha,2000,Alappuzha2000,72.099998,147974.0130992,-
India,Kerala,Alappuzha,2001,Alappuzha2001,110.63158,155366.9508850,-
India,Kerala,Alappuzha,2002,Alappuzha2002,80.722221,166735.0922528,-
India,Kerala,Alappuzha,2003,Alappuzha2003,,177541.0598597,-
India,Kerala,Alappuzha,2004,Alappuzha2004,94.68,194267.4933930,-
India,Kerala,Alappuzha,2005,Alappuzha2005,,214150.7366373,-
India,Kerala,Alappuzha,2006,Alappuzha2006,77.666664,231069.2215745,-
India,Kerala,Alappuzha,2007,Alappuzha2007,85.696968,251692.2406281,-
India,Kerala,Alappuzha,2008,Alappuzha2008,52,267167.5888867,-
India,Kerala,Alappuzha,2009,Alappuzha2009,66.805557,291324.5256403,-
India,Kerala,Alappuzha,2010,Alappuzha2010,58.054054,309969.0946772,0.32
India,Kerala,Alappuzha,2011,Alappuzha2011,64.176468,328021.1229260,-
India,Kerala,Alappuzha,2012,Alappuzha2012,87.425003,348615.8055360,-
India,Kerala,Alappuzha,2013,Alappuzha2013,63.758621,364706.7731460,-
India,Kerala,Alappuzha,2014,Alappuzha2014,64.071426,382134.2554520,-
India,Kerala,Alappuzha,2015,Alappuzha2015,93.444443,411150.1494300,-
India,Kerala,Alappuzha,2016,Alappuzha2016,101.82143,443615.3007100,-
India,Kerala,Alappuzha,2017,Alappuzha2017,113.58334,473181.7898050,-
India,Kerala,Alappuzha,2018,Alappuzha2018,86.151222,510786.9336100,-
India,Uttar Pradesh,Aligarh,2000,Aligarh2000,307.5,351084.1089774,-
India,Uttar Pradesh,Aligarh,2001,Aligarh2001,,357471.0467097,-
India,Uttar Pradesh,Aligarh,2002,Aligarh2002,,369038.1836814,-
India,Uttar Pradesh,Aligarh,2003,Aligarh2003,,388468.8674867,-
India,Uttar Pradesh,Aligarh,2004,Aligarh2004,446.66666,407921.4919919,-
India,Uttar Pradesh,Aligarh,2005,Aligarh2005,278.33334,431731.0483276,-
India,Uttar Pradesh,Aligarh,2006,Aligarh2006,,466023.3283118,-
India,Uttar Pradesh,Aligarh,2007,Aligarh2007,,495889.8633084,-
India,Uttar Pradesh,Aligarh,2008,Aligarh2008,,533571.8096457,-
India,Uttar Pradesh,Aligarh,2009,Aligarh2009,,566760.9860888,-
India,Uttar Pradesh,Aligarh,2010,Aligarh2010,,612018.7067716,0.28
India,Uttar Pradesh,Aligarh,2011,Aligarh2011,,645131.5532170,-
India,Uttar Pradesh,Aligarh,2012,Aligarh2012,,673552.1893470,-
India,Uttar Pradesh,Aligarh,2013,Aligarh2013,,707469.1041210,-
India,Uttar Pradesh,Aligarh,2014,Aligarh2014,,729686.3008000,-
India,Uttar Pradesh,Aligarh,2015,Aligarh2015,,792048.7593600,-
India,Uttar Pradesh,Aligarh,2016,Aligarh2016,200.55556,888453.0079700,-
India,Uttar Pradesh,Aligarh,2017,Aligarh2017,,922457.5124870,-
India,Uttar Pradesh,Aligarh,2018,Aligarh2018,427.79999,949184.4540180,-
India,West Bengal,Alipurduar,2000,Alipurduar2000,123.75,247972.2633412,-
India,West Bengal,Alipurduar,2001,Alipurduar2001,125.6,265880.2771468,-
India,West Bengal,Alipurduar,2002,Alipurduar2002,105,275199.4805728,-
India,West Bengal,Alipurduar,2003,Alipurduar2003,,291369.4648514,-
India,West Bengal,Alipurduar,2004,Alipurduar2004,130,310686.6401106,-
India,West Bengal,Alipurduar,2005,Alipurduar2005,155,330249.3539621,-
India,West Bengal,Alipurduar,2006,Alipurduar2006,215,356170.7914031,-
India,West Bengal,Alipurduar,2007,Alipurduar2007,,383881.2012807,-
India,West Bengal,Alipurduar,2008,Alipurduar2008,110,399354.6414195,-
India,West Bengal,Alipurduar,2009,Alipurduar2009,96.428574,430366.1837455,-
India,West Bengal,Alipurduar,2010,Alipurduar2010,,456461.6610105,
India,West Bengal,Alipurduar,2011,Alipurduar2011,111.66666,473204.6511180,-
India,West Bengal,Alipurduar,2012,Alipurduar2012,88.333336,492901.1663710,-
India,West Bengal,Alipurduar,2013,Alipurduar2013,255.5,503951.5671410,-
India,West Bengal,Alipurduar,2014,Alipurduar2014,,515701.6028970,-
India,West Bengal,Alipurduar,2015,Alipurduar2015,,546988.0508630,-
India,West Bengal,Alipurduar,2016,Alipurduar2016,106.11111,584910.8272820,-
India,West Bengal,Alipurduar,2017,Alipurduar2017,131.66667,623786.8220410,-
India,West Bengal,Alipurduar,2018,Alipurduar2018,142.5,659287.8942470,-
India,Madhya Pradesh,Alirajpur,2000,Alirajpur2000,550,142623.6373679,-
India,Madhya Pradesh,Alirajpur,2001,Alirajpur2001,421.42856,152826.3020635,-
India,Madhya Pradesh,Alirajpur,2002,Alirajpur2002,407.77777,144856.4718406,-
India,Madhya Pradesh,Alirajpur,2003,Alirajpur2003,,161105.9514238,-
India,Madhya Pradesh,Alirajpur,2004,Alirajpur2004,485.71429,166392.1069122,-
India,Madhya Pradesh,Alirajpur,2005,Alirajpur2005,,174775.7442430,-
India,Madhya Pradesh,Alirajpur,2006,Alirajpur2006,247.22223,190707.9783514,-
India,Madhya Pradesh,Alirajpur,2007,Alirajpur2007,392.27274,199720.2561209,-
India,Madhya Pradesh,Alirajpur,2008,Alirajpur2008,461.66666,224970.9800584,-
India,Madhya Pradesh,Alirajpur,2009,Alirajpur2009,435,246296.5721929,-
India,Madhya Pradesh,Alirajpur,2010,Alirajpur2010,412.77777,259230.1690989,0.32
India,Madhya Pradesh,Alirajpur,2011,Alirajpur2011,355.83334,282371.0400000,-
India,Madhya Pradesh,Alirajpur,2012,Alirajpur2012,444.44446,306853.3400000,-
India,Madhya Pradesh,Alirajpur,2013,Alirajpur2013,457.5,322597.6000000,-
India,Madhya Pradesh,Alirajpur,2014,Alirajpur2014,400.90909,339246.9000000,-
India,Madhya Pradesh,Alirajpur,2015,Alirajpur2015,304.09091,370715.6700000,-
India,Madhya Pradesh,Alirajpur,2016,Alirajpur2016,390,419465.2500000,-
India,Madhya Pradesh,Alirajpur,2017,Alirajpur2017,492.41666,441956.4300000,-
India,Madhya Pradesh,Alirajpur,2018,Alirajpur2018,337.70001,482361.0200000,-
India,Uttarakhand,Almora,2000,Almora2000,,30799.7571684,-
India,Uttarakhand,Almora,2001,Almora2001,,32261.1667241,-
India,Uttarakhand,Almora,2002,Almora2002,,35281.9027236,-
India,Uttarakhand,Almora,2003,Almora2003,,38072.5340360,-
India,Uttarakhand,Almora,2004,Almora2004,,43080.9828650,-
India,Uttarakhand,Almora,2005,Almora2005,,49189.0541775,-
India,Uttarakhand,Almora,2006,Almora2006,,55116.2983736,-
India,Uttarakhand,Almora,2007,Almora2007,,64750.7207447,-
India,Uttarakhand,Almora,2008,Almora2008,170,71643.1429636,-
India,Uttarakhand,Almora,2009,Almora2009,100,83903.4340797,-
India,Uttarakhand,Almora,2010,Almora2010,,92717.0888381,0.27
India,Uttarakhand,Almora,2011,Almora2011,,101959.6256980,-
India,Uttarakhand,Almora,2012,Almora2012,190,109528.4945440,-
India,Uttarakhand,Almora,2013,Almora2013,,117777.5084070,-
India,Uttarakhand,Almora,2014,Almora2014,,125701.6631370,-
India,Uttarakhand,Almora,2015,Almora2015,,136143.5115310,-
India,Uttarakhand,Almora,2016,Almora2016,137.25,150302.9427190,-
India,Uttarakhand,Almora,2017,Almora2017,,162204.7860830,-
India,Uttarakhand,Almora,2018,Almora2018,,166518.8079100,-
India,Rajasthan,Alwar,2000,Alwar2000,539.54547,174260.9950852,-
India,Rajasthan,Alwar,2001,Alwar2001,477.57574,194104.6611551,-
India,Rajasthan,Alwar,2002,Alwar2002,415.80646,170786.1680972,-
India,Rajasthan,Alwar,2003,Alwar2003,,225127.9942080,-
India,Rajasthan,Alwar,2004,Alwar2004,474.85715,219623.1494967,-
India,Rajasthan,Alwar,2005,Alwar2005,448.82352,234376.8327693,-
India,Rajasthan,Alwar,2006,Alwar2006,427.27274,261962.6382181,-
India,Rajasthan,Alwar,2007,Alwar2007,319.5,273898.8027250,-
India,Rajasthan,Alwar,2008,Alwar2008,339.58334,296930.5963142,-
India,Rajasthan,Alwar,2009,Alwar2009,506.29031,314237.3713139,-
India,Rajasthan,Alwar,2010,Alwar2010,510.91666,361435.8554958,0.39
India,Rajasthan,Alwar,2011,Alwar2011,477.03705,395330.9316780,-
India,Rajasthan,Alwar,2012,Alwar2012,379.25925,409802.4908070,-
India,Rajasthan,Alwar,2013,Alwar2013,540.76923,434292.2192850,-
India,Rajasthan,Alwar,2014,Alwar2014,272.94116,465407.7311100,-
India,Rajasthan,Alwar,2015,Alwar2015,423.25,501921.5114360,-
India,Rajasthan,Alwar,2016,Alwar2016,392.95456,529650.3844990,-
India,Rajasthan,Alwar,2017,Alwar2017,337,557618.2069760,-
India,Rajasthan,Alwar,2018,Alwar2018,369.07407,568101.8829530,-
India,Haryana,Ambala,2000,Ambala2000,251.17647,108123.1615110,-
India,Haryana,Ambala,2001,Ambala2001,182.5,116474.1890178,-
India,Haryana,Ambala,2002,Ambala2002,419.47369,123614.6773118,-
India,Haryana,Ambala,2003,Ambala2003,,135775.0939499,-
India,Haryana,Ambala,2004,Ambala2004,595.13336,147482.6165469,-
India,Haryana,Ambala,2005,Ambala2005,420.08334,160805.9553307,-
India,Haryana,Ambala,2006,Ambala2006,322.72726,179089.4675824,-
India,Haryana,Ambala,2007,Ambala2007,326.79999,193107.6941953,-
India,Haryana,Ambala,2008,Ambala2008,390.5,207976.1043076,-
India,Haryana,Ambala,2009,Ambala2009,295.3125,233961.2315570,-
India,Haryana,Ambala,2010,Ambala2010,378.71429,249823.4552757,0.37
India,Haryana,Ambala,2011,Ambala2011,,271152.4806820,-
India,Haryana,Ambala,2012,Ambala2012,235.78572,289756.2204540,-
India,Haryana,Ambala,2013,Ambala2013,228.35715,314931.1968250,-
India,Haryana,Ambala,2014,Ambala2014,377.53845,333359.2474810,-
India,Haryana,Ambala,2015,Ambala2015,67,372700.2450170,-
India,Haryana,Ambala,2016,Ambala2016,242.22223,412054.6146970,-
India,Haryana,Ambala,2017,Ambala2017,417.79999,434407.1727430,-
India,Haryana,Ambala,2018,Ambala2018,184.21053,470327.6431580,-
India,Uttar Pradesh,Ambedkar Nagar,2000,Ambedkar Nagar2000,276,351084.1089774,-
India,Uttar Pradesh,Ambedkar Nagar,2001,Ambedkar Nagar2001,290,357471.0467097,-
India,Uttar Pradesh,Ambedkar Nagar,2002,Ambedkar Nagar2002,,369038.1836814,-
India,Uttar Pradesh,Ambedkar Nagar,2003,Ambedkar Nagar2003,,388468.8674867,-
India,Uttar Pradesh,Ambedkar Nagar,2004,Ambedkar Nagar2004,330,407921.4919919,-
India,Uttar Pradesh,Ambedkar Nagar,2005,Ambedkar Nagar2005,,431731.0483276,-
India,Uttar Pradesh,Ambedkar Nagar,2006,Ambedkar Nagar2006,,466023.3283118,-
India,Uttar Pradesh,Ambedkar Nagar,2007,Ambedkar Nagar2007,,495889.8633084,-
India,Uttar Pradesh,Ambedkar Nagar,2008,Ambedkar Nagar2008,,533571.8096457,-
India,Uttar Pradesh,Ambedkar Nagar,2009,Ambedkar Nagar2009,,566760.9860888,-
India,Uttar Pradesh,Ambedkar Nagar,2010,Ambedkar Nagar2010,,612018.7067716,0.22
India,Uttar Pradesh,Ambedkar Nagar,2011,Ambedkar Nagar2011,,645131.5532170,-
India,Uttar Pradesh,Ambedkar Nagar,2012,Ambedkar Nagar2012,,673552.1893470,-
India,Uttar Pradesh,Ambedkar Nagar,2013,Ambedkar Nagar2013,,707469.1041210,-
India,Uttar Pradesh,Ambedkar Nagar,2014,Ambedkar Nagar2014,,729686.3008000,-
India,Uttar Pradesh,Ambedkar Nagar,2015,Ambedkar Nagar2015,,792048.7593600,-
India,Uttar Pradesh,Ambedkar Nagar,2016,Ambedkar Nagar2016,299,888453.0079700,-
India,Uttar Pradesh,Ambedkar Nagar,2017,Ambedkar Nagar2017,,922457.5124870,-
India,Uttar Pradesh,Ambedkar Nagar,2018,Ambedkar Nagar2018,239.5,949184.4540180,-
India,Maharashtra,Amravati,2000,Amravati2000,529.01788,462181.6751331,-
India,Maharashtra,Amravati,2001,Amravati2001,524.56525,478508.6139339,-
India,Maharashtra,Amravati,2002,Amravati2002,346.46341,511507.1640366,-
India,Maharashtra,Amravati,2003,Amravati2003,,551012.7797041,-
India,Maharashtra,Amravati,2004,Amravati2004,351.70212,599027.6349564,-
India,Maharashtra,Amravati,2005,Amravati2005,435.1915,685815.5488720,-
India,Maharashtra,Amravati,2006,Amravati2006,397.30554,780279.6914051,-
India,Maharashtra,Amravati,2007,Amravati2007,459.23914,871095.9483975,-
India,Maharashtra,Amravati,2008,Amravati2008,510.4151,884778.7476540,-
India,Maharashtra,Amravati,2009,Amravati2009,423.97726,970265.1970352,-
India,Maharashtra,Amravati,2010,Amravati2010,330.11365,1080814.5878042,0.29
India,Maharashtra,Amravati,2011,Amravati2011,432,1126594.6978750,-
India,Maharashtra,Amravati,2012,Amravati2012,295.21738,1189710.8397820,-
India,Maharashtra,Amravati,2013,Amravati2013,437.5238,1267551.2697310,-
India,Maharashtra,Amravati,2014,Amravati2014,425.56451,1345341.4633030,-
India,Maharashtra,Amravati,2015,Amravati2015,396.89999,1452513.3948880,-
India,Maharashtra,Amravati,2016,Amravati2016,406.06351,1596120.7476030,-
India,Maharashtra,Amravati,2017,Amravati2017,360.78638,1661065.0072150,-
India,Maharashtra,Amravati,2018,Amravati2018,407.23624,1728577.9530550,-
India,Gujarat,Amreli,2000,Amreli2000,574.65216,187486.1300255,-
India,Gujarat,Amreli,2001,Amreli2001,,202722.5912177,-
India,Gujarat,Amreli,2002,Amreli2002,731.36365,220397.2332726,-
India,Gujarat,Amreli,2003,Amreli2003,,257104.4366173,-
India,Gujarat,Amreli,2004,Amreli2004,515.625,272449.3578123,-
India,Gujarat,Amreli,2005,Amreli2005,761.07141,311996.5449489,-
India,Gujarat,Amreli,2006,Amreli2006,501.07144,338383.4783698,-
India,Gujarat,Amreli,2007,Amreli2007,636,378395.6474308,-
India,Gujarat,Amreli,2008,Amreli2008,494.72974,394570.3757990,-
India,Gujarat,Amreli,2009,Amreli2009,421.28204,450323.9227272,-
India,Gujarat,Amreli,2010,Amreli2010,517.41382,499605.6040329,0.19
India,Gujarat,Amreli,2011,Amreli2011,530,532809.4587290,-
India,Gujarat,Amreli,2012,Amreli2012,550,596658.8336740,-
India,Gujarat,Amreli,2013,Amreli2013,452.69232,641488.8106190,-
India,Gujarat,Amreli,2014,Amreli2014,403.14285,705628.8360070,-
India,Gujarat,Amreli,2015,Amreli2015,348.53659,774775.2151270,-
India,Gujarat,Amreli,2016,Amreli2016,534.21051,843930.3358810,-
India,Gujarat,Amreli,2017,Amreli2017,408.53659,946511.1944310,-
India,Gujarat,Amreli,2018,Amreli2018,403.29999,1034399.0104040,-
India,Punjab,Amritsar,2000,Amritsar2000,252.89999,130869.8138609,-
India,Punjab,Amritsar,2001,Amritsar2001,160,132574.7758189,-
India,Punjab,Amritsar,2002,Amritsar2002,241.21428,134832.8663829,-
India,Punjab,Amritsar,2003,Amritsar2003,,143252.0223939,-
India,Punjab,Amritsar,2004,Amritsar2004,165,150374.3300627,-
India,Punjab,Amritsar,2005,Amritsar2005,163.60001,157746.8313787,-
India,Punjab,Amritsar,2006,Amritsar2006,159.60001,174759.6699571,-
India,Punjab,Amritsar,2007,Amritsar2007,270.85715,189894.1594683,-
India,Punjab,Amritsar,2008,Amritsar2008,348,200421.2722428,-
India,Punjab,Amritsar,2009,Amritsar2009,362.5,213223.6778484,-
India,Punjab,Amritsar,2010,Amritsar2010,223.66667,226995.4768816,0.3
India,Punjab,Amritsar,2011,Amritsar2011,,239226.9521420,-
