country,state,district,year,dyid,hardnesstotal,nsdp,gini
India,Telangana,Nalgonda,2010.0,Nalgonda2010,494.5,307974.0313275,0.32
India,Telangana,Nalgonda,2010.0,Nalgonda2010,494.5,307974.0313275,0.32
India,Telangana,Narayanpet,2010.0,Narayanpet2010,240.0,307974.0313275,0.25
India,Telangana,Nirmal,2010.0,Nirmal2010,425.16666,307974.0313275,0.37
India,Telangana,Nizamabad,2010.0,Nizamabad2010,381.5,307974.0313275,0.27
India,Telangana,Nizamabad,2010.0,Nizamabad2010,381.5,307974.0313275,0.27
India,Telangana,Peddapalli,2010.0,Peddapalli2010,494.0,307974.0313275,0.2
India,Telangana,Rajanna Sircilla,2010.0,Rajanna Sircilla2010,461.66666,307974.0313275,0.2
India,Telangana,Ranga Reddy,2010.0,Ranga Reddy2010,209.85715,307974.0313275,0.31
,Telangana,Rangareddy,,,,,0.31
India,Telangana,Sangareddy,2010.0,Sangareddy2010,377.0,307974.0313275,0.23
India,Telangana,Siddipet,2010.0,Siddipet2010,265.0,307974.0313275,0.23
India,Telangana,Suryapet,2010.0,Suryapet2010,489.20001,307974.0313275,0.32
India,Telangana,Vikarabad,2010.0,Vikarabad2010,306.25,307974.0313275,0.31
India,Telangana,Wanaparthy,2010.0,Wanaparthy2010,,307974.0313275,0.25
India,Telangana,Warangal,2010.0,Warangal2010,,307974.0313275,0.23
India,Telangana,Warangal,2010.0,Warangal2010,,307974.0313275,0.23
India,Telangana,Warangal Rural,2010.0,Warangal Rural2010,381.25,307974.0313275,0.23
India,Telangana,Warangal Urban,2010.0,Warangal Urban2010,367.0,307974.0313275,0.23
India,Telangana,Yadadri Bhuvanagiri,2010.0,Yadadri Bhuvanagiri2010,,307974.0313275,0.32
India,The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2010.0,Dadra And Nagar Haveli2010,204.16667,,
India,The Dadra And Nagar Haveli And Daman And Diu,Daman,2010.0,Daman2010,290.0,,
India,The Dadra And Nagar Haveli And Daman And Diu,Diu,2010.0,Diu2010,320.0,,
India,Tripura,Dhalai,2010.0,Dhalai2010,100.66666,15962.0300499,0.17
India,Tripura,North Tripura,2010.0,North Tripura2010,91.0,15962.0300499,0.24
India,Tripura,South Tripura,2010.0,South Tripura2010,78.800003,15962.0300499,0.24
India,Tripura,West Tripura,2010.0,West Tripura2010,85.714287,15962.0300499,0.27
India,Uttar Pradesh,Agra,2010.0,Agra2010,,612018.7067716,0.26
India,Uttar Pradesh,Aligarh,2010.0,Aligarh2010,,612018.7067716,0.28
,Uttar Pradesh,Allahabad,,,,,0.37
India,Uttar Pradesh,Ambedkar Nagar,2010.0,Ambedkar Nagar2010,,612018.7067716,0.22
India,Uttar Pradesh,Amroha,2010.0,Amroha2010,,612018.7067716,0.27
India,Uttar Pradesh,Auraiya,2010.0,Auraiya2010,,612018.7067716,0.19
India,Uttar Pradesh,Ayodhya,2010.0,Ayodhya2010,,612018.7067716,0.39
India,Uttar Pradesh,Azamgarh,2010.0,Azamgarh2010,,612018.7067716,0.27
India,Uttar Pradesh,Baghpat,2010.0,Baghpat2010,,612018.7067716,0.28
India,Uttar Pradesh,Bahraich,2010.0,Bahraich2010,,612018.7067716,0.24
India,Uttar Pradesh,Ballia,2010.0,Ballia2010,,612018.7067716,0.27
India,Uttar Pradesh,Balrampur,2010.0,Balrampur2010,,612018.7067716,0.2
India,Uttar Pradesh,Banda,2010.0,Banda2010,,612018.7067716,0.22
India,Uttar Pradesh,Barabanki,2010.0,Barabanki2010,,612018.7067716,0.19
India,Uttar Pradesh,Bareilly,2010.0,Bareilly2010,,612018.7067716,0.27
India,Uttar Pradesh,Basti,2010.0,Basti2010,,612018.7067716,0.31
India,Uttar Pradesh,Bhadohi,2010.0,Bhadohi2010,,612018.7067716,0.32
India,Uttar Pradesh,Bijnor,2010.0,Bijnor2010,,612018.7067716,0.25
India,Uttar Pradesh,Budaun,2010.0,Budaun2010,,612018.7067716,0.22
India,Uttar Pradesh,Bulandshahr,2010.0,Bulandshahr2010,,612018.7067716,0.26
India,Uttar Pradesh,Chandauli,2010.0,Chandauli2010,,612018.7067716,0.3
India,Uttar Pradesh,Chitrakoot,2010.0,Chitrakoot2010,,612018.7067716,0.17
India,Uttar Pradesh,Deoria,2010.0,Deoria2010,,612018.7067716,0.31
India,Uttar Pradesh,Etah,2010.0,Etah2010,,612018.7067716,0.3
India,Uttar Pradesh,Etah,2010.0,Etah2010,,612018.7067716,0.3
India,Uttar Pradesh,Etawah,2010.0,Etawah2010,,612018.7067716,0.21
,Uttar Pradesh,Faizabad,,,,,0.39
India,Uttar Pradesh,Farrukhabad,2010.0,Farrukhabad2010,,612018.7067716,0.24
India,Uttar Pradesh,Fatehpur,2010.0,Fatehpur2010,,612018.7067716,0.19
India,Uttar Pradesh,Firozabad,2010.0,Firozabad2010,,612018.7067716,0.24
India,Uttar Pradesh,Gautam Buddha Nagar,2010.0,Gautam Buddha Nagar2010,,612018.7067716,0.47
India,Uttar Pradesh,Ghaziabad,2010.0,Ghaziabad2010,,612018.7067716,0.4
India,Uttar Pradesh,Ghazipur,2010.0,Ghazipur2010,,612018.7067716,0.24
India,Uttar Pradesh,Gonda,2010.0,Gonda2010,,612018.7067716,0.24
India,Uttar Pradesh,Gorakhpur,2010.0,Gorakhpur2010,,612018.7067716,0.32
India,Uttar Pradesh,Hamirpur,2010.0,Hamirpur2010,172.0,612018.7067716,0.24
India,Uttar Pradesh,Hardoi,2010.0,Hardoi2010,,612018.7067716,0.21
India,Uttar Pradesh,Hathras,2010.0,Hathras2010,,612018.7067716,0.25
India,Uttar Pradesh,Jalaun,2010.0,Jalaun2010,,612018.7067716,0.28
India,Uttar Pradesh,Jaunpur,2010.0,Jaunpur2010,,612018.7067716,0.23
India,Uttar Pradesh,Jhansi,2010.0,Jhansi2010,225.0,612018.7067716,0.34
,Uttar Pradesh,Jyotiba Phule Nagar,,,,,0.24
India,Uttar Pradesh,Kannauj,2010.0,Kannauj2010,,612018.7067716,0.25
India,Uttar Pradesh,Kanpur Dehat,2010.0,Kanpur Dehat2010,,612018.7067716,0.2
India,Uttar Pradesh,Kanpur Nagar,2010.0,Kanpur Nagar2010,,612018.7067716,0.33
,Uttar Pradesh,Kanshiram Nagar,,,,,0.29
India,Uttar Pradesh,Kasganj,2010.0,Kasganj2010,,612018.7067716,0.3
India,Uttar Pradesh,Kaushambi,2010.0,Kaushambi2010,,612018.7067716,0.27
India,Uttar Pradesh,Kheri,2010.0,Kheri2010,,612018.7067716,0.24
India,Uttar Pradesh,Kushi Nagar,2010.0,Kushi Nagar2010,,612018.7067716,0.24
,Uttar Pradesh,Kushinagar,,,,,0.24
India,Uttar Pradesh,Lalitpur,2010.0,Lalitpur2010,,612018.7067716,0.23
India,Uttar Pradesh,Lucknow,2010.0,Lucknow2010,,612018.7067716,0.42
India,Uttar Pradesh,Maharajganj,2010.0,Maharajganj2010,,612018.7067716,0.26
India,Uttar Pradesh,Mahoba,2010.0,Mahoba2010,,612018.7067716,0.26
India,Uttar Pradesh,Mainpuri,2010.0,Mainpuri2010,,612018.7067716,0.25
India,Uttar Pradesh,Mathura,2010.0,Mathura2010,,612018.7067716,0.23
India,Uttar Pradesh,Mau,2010.0,Mau2010,,612018.7067716,0.28
India,Uttar Pradesh,Meerut,2010.0,Meerut2010,,612018.7067716,0.46
India,Uttar Pradesh,Mirzapur,2010.0,Mirzapur2010,,612018.7067716,0.28
India,Uttar Pradesh,Moradabad,2010.0,Moradabad2010,,612018.7067716,0.27
India,Uttar Pradesh,Moradabad,2010.0,Moradabad2010,,612018.7067716,0.27
India,Uttar Pradesh,Muzaffarnagar,2010.0,Muzaffarnagar2010,,612018.7067716,0.27
India,Uttar Pradesh,Muzaffarnagar,2010.0,Muzaffarnagar2010,,612018.7067716,0.27
India,Uttar Pradesh,Pilibhit,2010.0,Pilibhit2010,,612018.7067716,0.25
,Uttar Pradesh,Pratapgarh,,,,,0.23
India,Uttar Pradesh,Prayagraj,2010.0,Prayagraj2010,,612018.7067716,0.37
India,Uttar Pradesh,Rae Bareli,2010.0,Rae Bareli2010,,612018.7067716,0.22
India,Uttar Pradesh,Rampur,2010.0,Rampur2010,,612018.7067716,0.21
India,Uttar Pradesh,Saharanpur,2010.0,Saharanpur2010,,612018.7067716,0.26
India,Uttar Pradesh,Sambhal,2010.0,Sambhal2010,,612018.7067716,0.27
India,Uttar Pradesh,Sant Kabeer Nagar,2010.0,Sant Kabeer Nagar2010,,612018.7067716,0.25
,Uttar Pradesh,Sant Kabir Nagar,,,,,0.25
,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,,,,,0.24
India,Uttar Pradesh,Shahjahanpur,2010.0,Shahjahanpur2010,,612018.7067716,0.21
India,Uttar Pradesh,Shamli,2010.0,Shamli2010,,612018.7067716,0.27
India,Uttar Pradesh,Shravasti,2010.0,Shravasti2010,,612018.7067716,0.15
,Uttar Pradesh,Shrawasti,,,,,0.15
India,Uttar Pradesh,Siddharth Nagar,2010.0,Siddharth Nagar2010,,612018.7067716,0.27
,Uttar Pradesh,Siddharthnagar,,,,,0.27
India,Uttar Pradesh,Sitapur,2010.0,Sitapur2010,,612018.7067716,0.26
India,Uttar Pradesh,Sonbhadra,2010.0,Sonbhadra2010,,612018.7067716,0.27
India,Uttar Pradesh,Sultanpur,2010.0,Sultanpur2010,,612018.7067716,0.31
India,Uttar Pradesh,Unnao,2010.0,Unnao2010,,612018.7067716,0.27
India,Uttar Pradesh,Varanasi,2010.0,Varanasi2010,,612018.7067716,0.32
India,Uttar Pradesh,Varanasi,2010.0,Varanasi2010,,612018.7067716,0.32
India,Uttarakhand,Almora,2010.0,Almora2010,,92717.0888381,0.27
,Uttarakhand,Bageshwar,,,,,0.26
,Uttarakhand,Chamoli,,,,,0.2
India,Uttarakhand,Champawat,2010.0,Champawat2010,117.0,92717.0888381,0.29
India,Uttarakhand,Dehradun,2010.0,Dehradun2010,111.07143,92717.0888381,0.28
,Uttarakhand,Garhwal,,,,,0.26
,Uttarakhand,Garwha,,,,,0.2
India,Uttarakhand,Haridwar,2010.0,Haridwar2010,155.0,92717.0888381,0.48
India,Uttarakhand,Nainital,2010.0,Nainital2010,139.39999,92717.0888381,0.33
India,Uttarakhand,Pauri Garhwal,2010.0,Pauri Garhwal2010,48.0,92717.0888381,0.26
,Uttarakhand,Pithoragarh,,,,,0.25
,Uttarakhand,Rudraprayag,,,,,0.19
,Uttarakhand,Tehri Garhwal,,,,,0.2
India,Uttarakhand,Udam Singh Nagar,2010.0,Udam Singh Nagar2010,191.60001,92717.0888381,0.3
,Uttarakhand,Udham Singh Nagar,,,,,0.3
India,Uttarakhand,Uttar Kashi,2010.0,Uttar Kashi2010,,92717.0888381,0.2
,Uttarakhand,Uttarkashi,,,,,0.21
India,West Bengal,24 Paraganas North,2010.0,24 Paraganas North2010,,456461.6610105,0.38
India,West Bengal,24 Paraganas South,2010.0,24 Paraganas South2010,197.70833,456461.6610105,0.29
India,West Bengal,Alipurduar,2010.0,Alipurduar2010,,456461.6610105,0.22
India,West Bengal,Bankura,2010.0,Bankura2010,240.92592,456461.6610105,0.25
,West Bengal,Barddhaman,,,,,0.31
India,West Bengal,Birbhum,2010.0,Birbhum2010,180.0,456461.6610105,0.24
India,West Bengal,Coochbehar,2010.0,Coochbehar2010,121.5625,456461.6610105,0.2
,West Bengal,Dakshin Dinajpur,,,,,0.24
India,West Bengal,Darjeeling,2010.0,Darjeeling2010,90.416664,456461.6610105,0.28
India,West Bengal,Dinajpur Dakshin,2010.0,Dinajpur Dakshin2010,82.5,456461.6610105,0.24
India,West Bengal,Dinajpur Uttar,2010.0,Dinajpur Uttar2010,171.875,456461.6610105,0.28
,West Bengal,Haora,,,,,0.31
India,West Bengal,Hooghly,2010.0,Hooghly2010,234.28572,456461.6610105,0.28
India,West Bengal,Howrah,2010.0,Howrah2010,208.0,456461.6610105,0.31
,West Bengal,Hugli,,,,,0.28
India,West Bengal,Jalpaiguri,2010.0,Jalpaiguri2010,,456461.6610105,0.22
India,West Bengal,Jalpaiguri,2010.0,Jalpaiguri2010,,456461.6610105,0.22
India,West Bengal,Jhargram,2010.0,Jhargram2010,177.5,456461.6610105,0.28
,West Bengal,Koch Bihar,,,,,0.2
India,West Bengal,Kolkata,2010.0,Kolkata2010,256.66666,456461.6610105,0.4
India,West Bengal,Maldah,2010.0,Maldah2010,204.16667,456461.6610105,0.26
India,West Bengal,Medinipur East,2010.0,Medinipur East2010,,456461.6610105,0.32
India,West Bengal,Medinipur West,2010.0,Medinipur West2010,150.35715,456461.6610105,0.28
India,West Bengal,Murshidabad,2010.0,Murshidabad2010,,456461.6610105,0.22
India,West Bengal,Nadia,2010.0,Nadia2010,278.84616,456461.6610105,0.25
,West Bengal,North Twenty Four Parganas,,,,,0.38
India,West Bengal,Paschim Bardhaman,2010.0,Paschim Bardhaman2010,196.15384,456461.6610105,0.31
,West Bengal,Paschim Medinipur,,,,,0.28
India,West Bengal,Purba Bardhaman,2010.0,Purba Bardhaman2010,191.11111,456461.6610105,0.31
,West Bengal,Purba Medinipur,,,,,0.32
India,West Bengal,Purulia,2010.0,Purulia2010,307.05884,456461.6610105,0.23
,West Bengal,Puruliya,,,,,0.23
,West Bengal,South Twenty Four Parganas,,,,,0.29
,West Bengal,Uttar Dinajpur,,,,,0.28
